"state","county","ownership","resident_count","avg_annual_pay","position"
"Ohio","Fulton County","Total Covered",1080,41925.01,13
"Ohio","Gallia County","Total Covered",708,38958.01,13
"Ohio","Geauga County","Total Covered",2929,43391.01,13
"Ohio","Greene County","Total Covered",3587,55126.01,13
"Ohio","Guernsey County","Total Covered",951,41649.01,15
"Ohio","Hamilton County","Total Covered",23900,60410.01,15
"Ohio","Hancock County","Total Covered",1820,50831.01,14
"Ohio","Hardin County","Total Covered",525,36251.01,13
"Ohio","Harrison County","Total Covered",343,48156.01,15
"Ohio","Henry County","Total Covered",667,41890.01,12
"Ohio","Highland County","Total Covered",769,35203.01,15
"Ohio","Hocking County","Total Covered",532,32829.01,14
"Ohio","Holmes County","Total Covered",1406,39979.01,13
"Ohio","Huron County","Total Covered",1293,42049.01,12
"Ohio","Jackson County","Total Covered",717,35075.01,14
"Ohio","Jefferson County","Total Covered",1394,41396.01,16
"Ohio","Knox County","Total Covered",1211,43064.01,11
"Ohio","Lake County","Total Covered",6244,45485.01,11
"Ohio","Lawrence County","Total Covered",959,35099.01,15
"Ohio","Licking County","Total Covered",3454,42312.01,14
"Ohio","Logan County","Total Covered",923,46041.01,12
"Ohio","Lorain County","Total Covered",6183,43383.01,13
"Ohio","Lucas County","Total Covered",10129,48466.01,12
"Ohio","Madison County","Total Covered",860,43590.01,14
"Ohio","Mahoning County","Total Covered",5918,39416.01,15
"Ohio","Marion County","Total Covered",1240,41280.01,13
"Ohio","Medina County","Total Covered",4579,43231.01,13
"Ohio","Meigs County","Total Covered",352,31393.01,12
"Ohio","Mercer County","Total Covered",1106,40198.01,13
"Ohio","Miami County","Total Covered",2315,43022.01,12
"Ohio","Monroe County","Total Covered",354,35852.01,13
"Ohio","Montgomery County","Total Covered",11872,47638.01,17
"Ohio","Morgan County","Total Covered",211,37701.01,13
"Ohio","Morrow County","Total Covered",472,35922.01,13
"Ohio","Muskingum County","Total Covered",1851,40360.01,16
"Ohio","Noble County","Total Covered",271,39174.01,12
"Ohio","Ottawa County","Total Covered",1143,43068.01,13
"Ohio","Paulding County","Total Covered",398,37216.01,15
"Ohio","Perry County","Total Covered",546,40295.01,12
"Ohio","Pickaway County","Total Covered",930,45223.01,15
"Ohio","Pike County","Total Covered",530,49428.01,11
"Ohio","Portage County","Total Covered",3344,44720.01,14
"Ohio","Preble County","Total Covered",755,39287.01,13
"Ohio","Putnam County","Total Covered",809,38570.01,13
"Ohio","Richland County","Total Covered",2753,39534.01,15
"Ohio","Ross County","Total Covered",1380,44488.01,11
"Ohio","Sandusky County","Total Covered",1411,41132.01,15
"Ohio","Scioto County","Total Covered",1422,38369.01,13
"Ohio","Seneca County","Total Covered",1155,37174.01,13
"Ohio","Shelby County","Total Covered",1027,50503.01,13
"Ohio","Stark County","Total Covered",8608,42133.01,12
"Ohio","Summit County","Total Covered",14317,49525.01,13
"Ohio","Trumbull County","Total Covered",4279,41056.01,15
"Ohio","Tuscarawas County","Total Covered",2328,39179.01,17
"Ohio","Union County","Total Covered",1320,58518.01,12
"Ohio","Van Wert County","Total Covered",630,39129.01,15
"Ohio","Vinton County","Total Covered",210,35168.01,13
"Ohio","Warren County","Total Covered",5141,52214.01,13
"Ohio","Washington County","Total Covered",1612,46232.01,17
"Ohio","Wayne County","Total Covered",2732,45588.01,12
"Ohio","Williams County","Total Covered",885,40347.01,15
"Ohio","Wood County","Total Covered",3043,46573.01,11
"Ohio","Wyandot County","Total Covered",575,44083.01,14
"Ohio","Unknown Or Undefined","Total Covered",18140,82269.01,20
"Oklahoma","Adair County","Total Covered",277,32534.01,12
"Oklahoma","Alfalfa County","Total Covered",163,43900.01,14
"Oklahoma","Atoka County","Total Covered",320,32931.01,12
"Oklahoma","Beaver County","Total Covered",169,46396.01,13
"Oklahoma","Beckham County","Total Covered",824,50161.01,14
"Oklahoma","Blaine County","Total Covered",316,42656.01,13
"Oklahoma","Bryan County","Total Covered",964,38329.01,12
"Oklahoma","Caddo County","Total Covered",609,41264.01,12
"Oklahoma","Canadian County","Total Covered",3100,46341.01,15
"Oklahoma","Carter County","Total Covered",1712,43430.01,13
"Oklahoma","Cherokee County","Total Covered",766,35410.01,15
"Oklahoma","Choctaw County","Total Covered",349,32108.01,14
"Oklahoma","Cimarron County","Total Covered",97,33395.01,15
"Oklahoma","Cleveland County","Total Covered",5879,40310.01,16
"Oklahoma","Coal County","Total Covered",107,33631.01,11
"Oklahoma","Comanche County","Total Covered",2380,39425.01,15
"Oklahoma","Cotton County","Total Covered",109,35120.01,13
"Oklahoma","Craig County","Total Covered",419,35319.01,12
"Oklahoma","Creek County","Total Covered",1495,43274.01,12
"Oklahoma","Custer County","Total Covered",989,43571.01,13
"Oklahoma","Delaware County","Total Covered",802,32558.01,15
"Oklahoma","Dewey County","Total Covered",190,49313.01,12
"Oklahoma","Ellis County","Total Covered",140,39874.01,12
"Oklahoma","Garfield County","Total Covered",1745,42512.01,15
"Oklahoma","Garvin County","Total Covered",794,45938.01,13
"Oklahoma","Grady County","Total Covered",1190,39307.01,12
"Oklahoma","Grant County","Total Covered",167,50652.01,12
"Oklahoma","Greer County","Total Covered",111,31997.01,12
"Oklahoma","Harmon County","Total Covered",72,33445.01,13
"Oklahoma","Harper County","Total Covered",143,36775.01,13
"Oklahoma","Haskell County","Total Covered",246,30837.01,14
"Oklahoma","Hughes County","Total Covered",283,31440.01,13
"Oklahoma","Jackson County","Total Covered",650,38789.01,14
"Oklahoma","Jefferson County","Total Covered",141,31062.01,16
"Oklahoma","Johnston County","Total Covered",226,27972.01,15
"Oklahoma","Kay County","Total Covered",1203,42575.01,10
"Oklahoma","Kingfisher County","Total Covered",570,50613.01,17
"Oklahoma","Kiowa County","Total Covered",230,32375.01,12
"Oklahoma","Latimer County","Total Covered",194,40585.01,14
"Oklahoma","Le Flore County","Total Covered",943,36574.01,15
"Oklahoma","Lincoln County","Total Covered",647,37712.01,14
"Oklahoma","Logan County","Total Covered",775,35329.01,12
"Oklahoma","Love County","Total Covered",223,34481.01,11
"Oklahoma","McClain County","Total Covered",1070,38229.01,14
"Oklahoma","McCurtain County","Total Covered",706,36657.01,16
"Oklahoma","McIntosh County","Total Covered",408,29846.01,15
"Oklahoma","Major County","Total Covered",259,42731.01,12
"Oklahoma","Marshall County","Total Covered",268,37073.01,15
"Oklahoma","Mayes County","Total Covered",891,43715.01,12
"Oklahoma","Murray County","Total Covered",378,35859.01,13
"Oklahoma","Muskogee County","Total Covered",1536,40581.01,15
"Oklahoma","Noble County","Total Covered",255,47386.01,12
"Oklahoma","Nowata County","Total Covered",182,34608.01,13
"Oklahoma","Okfuskee County","Total Covered",204,32456.01,15
"Oklahoma","Oklahoma County","Total Covered",28127,52789.01,15
"Oklahoma","Okmulgee County","Total Covered",762,37351.01,15
"Oklahoma","Osage County","Total Covered",583,37532.01,12
"Oklahoma","Ottawa County","Total Covered",701,32619.01,13
"Oklahoma","Pawnee County","Total Covered",304,36922.01,13
"Oklahoma","Payne County","Total Covered",2018,41233.01,12
"Oklahoma","Pittsburg County","Total Covered",1041,45509.01,16
"Oklahoma","Pontotoc County","Total Covered",1126,43730.01,15
"Oklahoma","Pottawatomie County","Total Covered",1431,35122.01,19
"Oklahoma","Pushmataha County","Total Covered",260,31029.01,17
"Oklahoma","Roger Mills County","Total Covered",117,41862.01,18
"Oklahoma","Rogers County","Total Covered",1935,45711.01,13
"Oklahoma","Seminole County","Total Covered",516,37497.01,15
"Oklahoma","Sequoyah County","Total Covered",698,28339.01,15
"Oklahoma","Stephens County","Total Covered",1137,42315.01,15
"Oklahoma","Texas County","Total Covered",555,41106.01,12
"Oklahoma","Tillman County","Total Covered",187,34913.01,14
"Oklahoma","Tulsa County","Total Covered",22525,50708.01,12
"Oklahoma","Wagoner County","Total Covered",783,40649.01,14
"Oklahoma","Washington County","Total Covered",1274,51741.01,17
"Oklahoma","Washita County","Total Covered",266,37440.01,14
"Oklahoma","Woods County","Total Covered",332,43957.01,12
"Oklahoma","Woodward County","Total Covered",832,49556.01,15
"Oklahoma","Unknown Or Undefined","Total Covered",4192,66380.01,20
"Oregon","Baker County","Total Covered",698,36777.01,12
"Oregon","Benton County","Total Covered",2767,52187.01,13
"Oregon","Clackamas County","Total Covered",15214,53236.01,16
"Oregon","Clatsop County","Total Covered",1736,37877.01,14
"Oregon","Columbia County","Total Covered",1310,39706.01,15
"Oregon","Coos County","Total Covered",1964,39542.01,11
"Oregon","Crook County","Total Covered",686,45660.01,12
"Oregon","Curry County","Total Covered",837,35702.01,12
"Oregon","Deschutes County","Total Covered",8793,45571.01,16
"Oregon","Douglas County","Total Covered",3242,40745.01,14
"Oregon","Gilliam County","Total Covered",119,42746.01,14
"Oregon","Grant County","Total Covered",328,39647.01,12
"Oregon","Harney County","Total Covered",315,37079.01,13
"Oregon","Hood River County","Total Covered",1380,40282.01,17
"Oregon","Jackson County","Total Covered",7603,42267.01,14
"Oregon","Jefferson County","Total Covered",601,39820.01,16
"Oregon","Josephine County","Total Covered",2612,37163.01,16
"Oregon","Klamath County","Total Covered",2143,39315.01,14
"Oregon","Lake County","Total Covered",328,40065.01,11
"Oregon","Lane County","Total Covered",12348,43784.01,11
"Oregon","Lincoln County","Total Covered",1916,38607.01,14
"Oregon","Linn County","Total Covered",3622,43882.01,11
"Oregon","Malheur County","Total Covered",1069,36148.01,14
"Oregon","Marion County","Total Covered",11075,46412.01,13
"Oregon","Morrow County","Total Covered",355,53078.01,13
"Oregon","Multnomah County","Total Covered",35353,59954.01,16
"Oregon","Polk County","Total Covered",1995,37903.01,11
"Oregon","Sherman County","Total Covered",114,46715.01,14
"Oregon","Tillamook County","Total Covered",988,39245.01,16
"Oregon","Umatilla County","Total Covered",2271,40238.01,15
"Oregon","Union County","Total Covered",998,40831.01,12
"Oregon","Wallowa County","Total Covered",435,36397.01,14
"Oregon","Wasco County","Total Covered",1060,40679.01,12
"Oregon","Washington County","Total Covered",19527,70306.01,17
"Oregon","Wheeler County","Total Covered",67,29935.01,14
"Oregon","Yamhill County","Total Covered",3260,42309.01,14
"Oregon","Unknown Or Undefined","Total Covered",5396,74983.01,20
"Pennsylvania","Adams County","Total Covered",2178,41728.01,12
"Pennsylvania","Allegheny County","Total Covered",35367,60805.01,16
"Pennsylvania","Armstrong County","Total Covered",1496,40838.01,16
"Pennsylvania","Beaver County","Total Covered",3658,47909.01,13
"Pennsylvania","Bedford County","Total Covered",1219,36903.01,14
"Pennsylvania","Berks County","Total Covered",8883,50358.01,12
"Pennsylvania","Blair County","Total Covered",3370,41639.01,12
"Pennsylvania","Bradford County","Total Covered",1607,47236.01,15
"Pennsylvania","Bucks County","Total Covered",19917,51917.01,12
"Pennsylvania","Butler County","Total Covered",5045,51343.01,13
"Pennsylvania","Cambria County","Total Covered",3480,39394.01,14
"Pennsylvania","Cameron County","Total Covered",148,39733.01,14
"Pennsylvania","Carbon County","Total Covered",1260,36786.01,13
"Pennsylvania","Centre County","Total Covered",3595,50433.01,13
"Pennsylvania","Chester County","Total Covered",15529,71031.01,14
"Pennsylvania","Clarion County","Total Covered",1081,36550.01,14
"Pennsylvania","Clearfield County","Total Covered",2149,40240.01,17
"Pennsylvania","Clinton County","Total Covered",912,42283.01,14
"Pennsylvania","Columbia County","Total Covered",1565,40496.01,15
"Pennsylvania","Crawford County","Total Covered",2197,40808.01,15
"Pennsylvania","Cumberland County","Total Covered",6521,51062.01,17
"Pennsylvania","Dauphin County","Total Covered",7475,54792.01,14
"Pennsylvania","Delaware County","Total Covered",14085,59874.01,15
"Pennsylvania","Elk County","Total Covered",971,43843.01,10
"Pennsylvania","Erie County","Total Covered",6897,42216.01,11
"Pennsylvania","Fayette County","Total Covered",2846,40006.01,14
"Pennsylvania","Forest County","Total Covered",167,45076.01,13
"Pennsylvania","Franklin County","Total Covered",3299,43576.01,15
"Pennsylvania","Fulton County","Total Covered",321,47756.01,13
"Pennsylvania","Greene County","Total Covered",807,55361.01,13
"Pennsylvania","Huntingdon County","Total Covered",975,39733.01,17
"Pennsylvania","Indiana County","Total Covered",1965,46093.01,14
"Pennsylvania","Jefferson County","Total Covered",1219,39348.01,16
"Pennsylvania","Juniata County","Total Covered",541,35744.01,14
"Pennsylvania","Lackawanna County","Total Covered",5604,42356.01,17
"Pennsylvania","Lancaster County","Total Covered",13591,46352.01,16
"Pennsylvania","Lawrence County","Total Covered",1989,41188.01,15
"Pennsylvania","Lebanon County","Total Covered",2818,42613.01,14
"Pennsylvania","Lehigh County","Total Covered",8757,53905.01,13
"Pennsylvania","Luzerne County","Total Covered",7378,43934.01,14
"Pennsylvania","Lycoming County","Total Covered",3147,44266.01,15
"Pennsylvania","Mckean County","Total Covered",1167,41963.01,13
"Pennsylvania","Mercer County","Total Covered",2926,42367.01,13
"Pennsylvania","Mifflin County","Total Covered",1044,39745.01,14
"Pennsylvania","Monroe County","Total Covered",3541,42720.01,13
"Pennsylvania","Montgomery County","Total Covered",27540,69491.01,17
"Pennsylvania","Montour County","Total Covered",455,68389.01,14
"Pennsylvania","Northampton County","Total Covered",6749,47631.01,18
"Pennsylvania","Northumberland County","Total Covered",1872,39970.01,21
"Pennsylvania","Perry County","Total Covered",897,32987.01,12
"Pennsylvania","Philadelphia County","Total Covered",34408,65824.01,19
"Pennsylvania","Pike County","Total Covered",1049,33732.01,11
"Pennsylvania","Potter County","Total Covered",457,42283.01,13
"Pennsylvania","Schuylkill County","Total Covered",3041,42675.01,17
